Total_Pop,Total_Males,Total_Females,Median_Age,Total_Veterans,Total_White_People,Total_Afr_Am_People,Total_Asian,Total_American_Ind_Alk_Ntv,Total_Cuban_Origin,Total_Puerto_Rican_Origin,Total_Dominican_Origin,Total_Mexican_Origin,Total_Native_US,Total_Non_Citizens,Total_Foreign_Born,Total_Children,Total_Married_Households,Total_Less_Highschool,Total_Bachelor_Holders,Total_STEM,Total_Business_Degree,Total_Labor_Force_Eligible,Total_Employed,Total_Unemployed,Median_Household_Income,Median_Income,Below_Poverty_Level_LTM,Total_Wealthy_Households,Gini_Index,Median_Age_Of_Worker,Total_Workers,Total_Working_Agricult,Total_Working_Construction,Total_Working_Manufacturing,Total_Working_Retail,Total_Working_Transportation,Total_Working_Finance,Total_Working_Education,Total_Working_Health,Total_Working_Food,Total_Working_Public_Admin,Total_Working_Information,Median_Gross_Rent,District_Name,State_Id,CD,State,CD_Id_Year,Previous_Presidential_D,Previous_Presidential_R,Target_Presidential_D,Target_Presidential_R
692452,334942,357510,37.4,25533,211581,464171,3582,3335,2605,902,0,6996,681805,5124,8214,168710,88123,79850,52592,10827,16839,291625,263835,27790,37372,20742,171334,5785,0.5051,40.3,264587,6656,14268,33659,31588,14456,9490,28827,43518,23544,16999,2799,695,"Congressional District 2 (116th Congress), Mississippi",28,02,MS,MS-02-2020,63.6,35.1,63.7,35.2
738992,353073,385919,38.4,37862,447016,261390,9074,7390,1034,1212,108,9827,718175,8413,17044,170770,126408,71233,78887,16654,30556,332549,315744,16805,49863,25410,134967,11649,0.4988,39.4,316982,6697,21574,34890,31627,20739,18769,33180,51788,21345,16346,5797,776,"Congressional District 3 (116th Congress), Mississippi",28,03,MS,MS-03-2020,36.8,61.3,38.6,60.1
775679,372992,402687,39.0,53648,554611,182411,10169,2799,1902,6126,2726,14781,745474,11207,20230,179099,133902,62462,73217,18197,22981,346567,318925,27642,47340,25577,146092,9124,0.4777,40.0,320168,7400,26674,34729,36495,16695,13634,28387,49496,28469,15712,2939,850,"Congressional District 4 (116th Congress), Mississippi",28,04,MS,MS-04-2020,28.2,69.4,30.3,68.3
1068778,537170,531608,40.5,86270,940423,7787,8927,67603,1054,1940,17,29795,1033986,10612,25068,226524,213679,42682,171309,29298,41296,534018,513040,20978,57153,30253,131882,18918,0.4597,39.6,520261,31431,41457,25458,69014,25341,27307,45979,76617,44568,29742,7809,831,"Congressional District (at Large) (116th Congress), Montana",30,AL,MT,MT-AL-2020,35.9,56.5,40.6,56.9
651958,329495,322463,36.0,40783,574306,18112,17730,9677,2927,2428,368,42165,600069,25374,45492,154623,130042,31007,90297,15032,30681,350763,341021,9742,63921,33161,60111,13790,0.4278,37.9,346046,13158,26771,40128,36366,17121,25413,38390,47197,18120,21140,6102,849,"Congressional District 1 (116th Congress), Nebraska",31,01,NE,NE-01-2020,36.2,57.5,41.3,56.3
684882,337586,347296,35.0,36309,553442,67773,25633,4911,966,4308,308,59421,615180,38494,63722,179488,128600,33765,120807,21780,47635,372361,357876,14485,71277,38024,63620,20209,0.4497,38.4,360275,3473,27160,27533,35892,17420,42499,32650,57569,21785,9143,8394,965,"Congressional District 2 (116th Congress), Nebraska",31,02,NE,NE-02-2020,46.0,48.2,52.2,45.7
597568,299569,297999,40.2,35085,539015,8774,4377,4376,3339,1379,0,54968,560645,18919,33254,140985,129896,36500,66055,12981,17559,307437,299739,7698,55729,31170,62030,7376,0.4292,40.4,302636,30145,22823,34200,33197,21339,12373,29884,46308,15094,10695,2953,714,"Congressional District 3 (116th Congress), Nebraska",31,03,NE,NE-03-2020,20.0,74.9,22.4,75.6
712411,359375,353036,36.4,34661,365927,85885,65917,12207,20527,9672,541,246709,469565,139291,233101,162382,83833,111574,58147,7978,21365,349989,329313,20676,44078,25970,143931,6733,0.4902,38.4,330032,1079,30964,11551,36394,25600,13974,14686,22704,69253,5818,4254,994,"Congressional District 1 (116th Congress), Nevada",32,01,NV,NV-01-2020,61.6,32.6,61.5,36.4
736907,374971,361936,39.6,56324,578127,14496,33206,15907,1077,4849,481,137473,632054,47930,93860,156418,144942,59978,88055,16289,26367,382401,365831,16570,69972,35200,79418,20366,0.4600,39.1,367060,15304,33687,32055,39459,22880,16150,27732,40050,31096,19818,4187,1124,"Congressional District 2 (116th Congress), Nevada",32,02,NV,NV-02-2020,39.7,52.0,43.6,53.6
857197,421995,435202,39.7,61092,552971,75071,118798,5408,6911,7524,2341,98071,687435,49980,154308,180334,155741,37157,137506,25400,55584,460810,440943,19867,79169,39101,69705,34190,0.4633,40.5,441089,2046,20223,17800,50877,27609,29521,32090,43967,69454,16433,9702,1409,"Congressional District 3 (116th Congress), Nevada",32,03,NV,NV-03-2020,46.5,47.5,49.1,48.9
773641,388438,385203,37.3,60430,492091,120732,43238,8904,7526,8923,1871,195015,625302,64175,129383,191603,121954,72206,72129,11235,26845,362055,341563,20492,62241,31624,86510,12238,0.4270,39.2,341687,3203,27906,12416,39206,22149,17654,23206,35558,46661,16949,5091,1203,"Congressional District 4 (116th Congress), Nevada",32,04,NV,NV-04-2020,49.5,44.6,50.9,47.0
686735,335575,351160,42.5,46645,637422,11005,18207,593,613,9376,6897,2460,629377,21129,48123,128079,138473,32364,117190,20446,38770,383139,371120,12019,79996,37372,51388,28058,0.4442,41.1,376508,1590,27061,51180,43533,18570,25427,35891,50843,26659,12930,8500,1191,"Congressional District 1 (116th Congress), New Hampshire",33,01,NH,NH-01-2020,46.6,48.2,52.2,46.2
672976,337385,335591,43.5,47221,621154,10995,17600,1134,1577,9873,3300,5053,624810,16171,38783,127941,135209,33308,107446,19288,33825,364880,355036,9844,76368,36831,44323,24896,0.4361,42.1,358985,3881,26673,47095,45906,12307,17568,34285,57596,21903,13379,7057,1077,"Congressional District 2 (116th Congress), New Hampshire",33,02,NH,NH-02-2020,48.6,46.2,53.5,44.8
726825,351517,375308,39.2,34156,494276,123518,36544,938,1867,48057,19346,9727,641169,26543,66444,162056,125416,45696,108762,21713,35738,386033,366082,19951,75244,36712,71199,26627,0.4614,40.5,367470,980,26362,26880,44520,24480,24312,40203,60131,22429,15659,5683,1134,"Congressional District 1 (116th Congress), New Jersey",34,01,NJ,NJ-01-2020,60.6,36.1,62.1,36.6
707255,348608,358647,42.8,37167,523412,90885,26405,2331,1721,53663,10904,34396,611953,36254,72397,145854,131070,59737,86938,17505,25592,351555,330826,20729,68127,32222,71195,22634,0.4787,41.6,333247,3199,27490,22780,35130,18027,18130,33959,49330,33560,17649,3762,1144,"Congressional District 2 (116th Congress), New Jersey",34,02,NJ,NJ-02-2020,46.0,50.6,47.9,50.8
735981,355221,380760,43.5,41815,581851,84650,27749,1217,2247,32017,4158,9268,655330,21162,68086,148845,148230,33597,124262,19354,43131,379778,362051,17727,85746,41369,42528,32762,0.4292,42.1,362070,945,23664,22885,43490,22656,27876,40526,60076,21364,23279,7476,1422,"Congressional District 3 (116th Congress), New Jersey",34,03,NJ,NJ-03-2020,45.2,51.4,49.2,49.4
748199,370182,378017,41.1,30602,643157,46408,31304,592,3983,26438,5258,21544,644701,30792,89854,182652,151202,30204,137251,16879,53508,367346,354061,13285,91212,42330,58365,46103,0.4870,42.6,354792,2138,24410,18837,39456,16184,30435,42644,50100,19255,18074,7347,1398,"Congressional District 4 (116th Congress), New Jersey",34,04,NJ,NJ-04-2020,41.0,55.8,44.1,54.6
734764,358456,376308,43.9,27914,581149,40708,76790,591,8036,25913,21995,6439,572304,42598,151893,158349,157405,31566,160506,27568,61414,387850,374488,13362,110329,50785,35797,60419,0.4605,44.7,376605,1496,21949,27149,36838,16308,36544,42045,59852,18192,13763,9673,1501,"Congressional District 5 (116th Congress), New Jersey",34,05,NJ,NJ-05-2020,47.7,48.8,52.0,46.7
739726,364840,374886,37.7,18890,451276,80117,136619,688,6577,49521,42129,28108,507784,82902,212890,164096,135016,56438,124108,18401,45051,390783,375588,15195,91654,41038,67237,38398,0.4425,40.5,383985,503,22748,28635,36375,32965,33116,45243,49165,20443,12865,10902,1499,"Congressional District 6 (116th Congress), New Jersey",34,06,NJ,NJ-06-2020,56.2,40.6,57.2,41.5
734239,359748,374491,43.0,24244,549923,36502,86789,1640,6696,17474,9278,16065,563686,60383,159213,158606,163842,29002,163134,24228,62397,409383,390907,18476,115585,51301,38952,71875,0.4733,44.1,391227,3015,21078,47437,37232,15508,42281,37999,43966,19085,11728,12291,1597,"Congressional District 7 (116th Congress), New Jersey",34,07,NJ,NJ-07-2020,48.6,47.5,54.2,44.3
766357,382368,383989,35.1,8474,442827,81979,75434,4117,29514,66762,75760,29483,378544,192045,354455,169166,115363,99670,112403,13541,49414,424265,408131,16134,65658,33938,111064,34694,0.5046,37.9,408303,507,33853,31002,37463,40708,39754,27110,43358,27086,11267,9513,1384,"Congressional District 8 (116th Congress), New Jersey",34,08,NJ,NJ-08-2020,75.7,21.5,73.1,25.9
762322,372255,390067,38.9,15886,478125,68199,104194,1756,12243,42341,97742,39715,425600,134594,313925,168170,131216,68125,120381,19064,42095,410644,394489,16155,81431,37348,87531,32363,0.4697,41.2,395067,552,26313,43375,42029,31682,33155,31529,53759,22501,12995,8824,1421,"Congressional District 9 (116th Congress), New Jersey",34,09,NJ,NJ-09-2020,64.3,33.1,62.1,36.9
761783,366386,395397,36.7,18505,236569,388608,48677,2155,3704,45226,32003,6443,508293,95370,230654,170809,104710,70424,109259,15298,35694,395512,368011,27501,61975,33173,108968,20772,0.4954,39.8,371882,621,17885,21664,37669,40107,28423,35817,62625,20295,20610,7698,1231,"Congressional District 10 (116th Congress), New Jersey",34,10,NJ,NJ-10-2020,85.2,12.8,82.8,16.4
717657,348203,369454,43.5,20720,586527,33240,75639,525,8028,19300,7448,6874,572051,43810,136529,150493,158799,23948,173268,26676,68271,394315,378552,15763,120847,55824,26738,69566,0.4384,43.9,382828,349,19520,38144,38039,15236,38554,43814,45902,17462,15107,12433,1581,"Congressional District 11 (116th Congress), New Jersey",34,11,NJ,NJ-11-2020,47.9,48.8,52.9,45.8
747082,364807,382275,40.4,24404,395203,129029,130417,1890,4055,28903,17704,15450,513318,96231,218346,158928,145194,51212,135509,21779,45911,386612,363745,22867,87559,41233,78688,43514,0.4703,41.6,369223,1568,18404,30862,34545,24430,34108,44427,48615,16987,15444,10399,1384,"Congressional District 12 (116th Congress), New Jersey",34,12,NJ,NJ-12-2020,65.0,31.8,67.3,31.4
691229,336583,354646,39.1,45214,514572,18428,18390,31405,4380,4054,639,200732,608434,37493,74396,145258,108454,56019,91116,21896,23448,344160,326669,17491,55318,29406,111351,16411,0.4889,39.2,328194,4630,21616,15421,32694,13673,17627,33408,52870,27594,21543,4704,890,"Congressional District 1 (116th Congress), New Mexico",35,01,NM,NM-01-2020,51.6,35.1,60.2,37.4
705615,356884,348731,37.3,46131,578192,16873,8636,37113,2405,2070,67,322146,613928,46349,84091,168947,113832,86570,54742,10428,14551,294960,277631,17329,46817,23014,141316,6432,0.4651,38.4,280181,25410,21114,10696,31920,16254,9638,32964,39294,23405,20226,3211,760,"Congressional District 2 (116th Congress), New Mexico",35,02,NM,NM-02-2020,39.9,50.1,43.1,54.9
699985,343241,356744,39.3,43885,457189,13036,9523,130823,532,2783,233,149228,648548,22885,43355,159645,109219,58739,75423,12831,19676,314032,297039,16993,53357,27141,120563,12842,0.4675,40.0,299400,9685,22606,11166,34871,10429,15938,27079,48034,26538,23776,5309,880,"Congressional District 3 (116th Congress), New Mexico",35,03,NM,NM-03-2020,51.8,36.7,57.7,40.1
763500,361231,402269,38.4,41867,359842,340076,14041,4174,1600,3605,1204,36822,693657,41154,64268,156049,114878,77390,82938,19523,22694,366926,346732,20194,47469,26695,141143,12885,0.4819,39.6,348499,4984,22057,37586,38832,13666,13647,40749,64481,26351,13802,4204,865,"Congressional District 1 (116th Congress), North Carolina",37,01,NC,NC-01-2020,54.7,43.6,53.9,45.3
888547,436078,452469,39.1,55148,638363,170552,22217,3642,3340,13220,1762,46403,810634,34650,64221,220529,186945,51363,153374,24383,51480,450066,425726,24340,75366,35506,83922,29926,0.4605,42.1,427020,3306,34043,47333,45442,20151,29925,35969,53465,25069,23241,7896,940,"Congressional District 2 (116th Congress), North Carolina",37,02,NC,NC-02-2020,60.3,35.9,64.3,34.0
761753,387512,374241,37.9,74710,557793,150734,10731,3217,1008,11634,1406,40289,717514,17818,34438,164130,152206,54832,84337,15280,21379,335052,316677,18375,53545,27426,92269,10606,0.4476,37.3,317181,9749,28540,28313,35480,14077,14166,28274,46871,35610,21511,2459,878,"Congressional District 3 (116th Congress), North Carolina",37,03,NC,NC-03-2020,36.5,61.0,37.7,60.9
873270,422940,450330,35.2,35287,523931,197616,81768,4349,2718,12219,8373,42463,711047,84096,145405,189774,151700,41013,181286,29407,56126,480749,462524,18225,75687,38732,85975,36340,0.4611,38.4,466889,1485,29523,34930,40770,19608,33670,54157,57982,33729,19238,12965,1170,"Congressional District 4 (116th Congress), North Carolina",37,04,NC,NC-04-2020,65.2,31.9,66.6,32.2
765013,369570,395443,40.9,38004,606473,112117,11604,3845,1120,6041,950,51663,714138,27612,45441,156100,144129,69136,89246,17969,29786,367869,348783,19086,49376,27018,116227,12597,0.4756,40.3,351778,3753,28402,48938,46222,17614,19939,33411,56262,23230,11277,3277,792,"Congressional District 5 (116th Congress), North Carolina",37,05,NC,NC-05-2020,30.3,67.2,31.6,67.4
791470,379391,412079,41.5,42607,561103,157325,13229,5059,1448,6810,1181,56818,725227,36366,58622,176024,149999,79536,90003,15471,30679,378100,362678,15422,54132,27849,121078,13423,0.4636,41.9,364129,3339,28066,56208,41324,19938,20035,33352,47981,27472,12843,5155,762,"Congressional District 6 (116th Congress), North Carolina",37,06,NC,NC-06-2020,59.4,37.9,61.6,37.2
816402,389776,426626,42.3,59344,608631,146207,7144,7093,939,4076,310,48774,759166,31899,50148,166167,153130,63839,105990,16207,36548,375845,361104,14741,53066,28031,114830,14882,0.4642,40.5,363854,10839,33488,35928,48466,18500,17994,31993,47154,33089,16218,6548,914,"Congressional District 7 (116th Congress), North Carolina",37,07,NC,NC-07-2020,38.7,58.6,40.7,58.1
815055,403846,411209,35.8,64678,526577,187535,23353,9838,2470,17258,3431,42642,736810,30822,61471,195156,142278,55804,96692,19283,30806,373656,355499,18157,54507,29367,101152,13799,0.4571,37.8,357270,4391,31198,40422,41000,16985,21306,29849,53221,34569,18243,4829,929,"Congressional District 8 (116th Congress), North Carolina",37,08,NC,NC-08-2020,44.1,53.2,46.1,52.5
796413,385883,410530,39.6,47020,512665,156118,23165,60906,1527,8247,1107,32329,723256,32126,62698,194363,150980,56785,124538,18814,49131,379736,363565,16171,66208,31457,113991,33198,0.5217,42.3,364566,4640,26710,42311,37617,17820,35773,32497,48362,24594,12706,5642,926,"Congressional District 9 (116th Congress), North Carolina",37,09,NC,NC-09-2020,43.3,53.7,45.5,53.4
771791,373077,398714,42.1,48146,626605,97258,13744,3575,3356,3521,575,34017,726297,21539,39997,161034,140865,68378,94992,17517,30594,374351,355984,18367,53189,28055,105994,13233,0.4658,40.8,357807,1819,26526,67619,37419,22884,15754,22518,50340,29672,12163,4903,795,"Congressional District 10 (116th Congress), North Carolina",37,10,NC,NC-10-2020,29.6,67.8,31.2,67.7
772612,377459,395153,45.8,54362,691103,25552,8407,13542,2518,3568,392,31921,725873,25338,41082,141134,165466,70044,95333,18082,25839,364400,351470,12930,51884,27303,100294,10841,0.4436,41.0,353762,5157,29552,45707,40942,11693,17907,30214,49814,36257,14432,3434,791,"Congressional District 11 (116th Congress), North Carolina",37,11,NC,NC-11-2020,39.9,57.2,43.3,55.4
891792,428143,463649,34.1,35938,400802,334450,51507,3691,2653,11966,10272,54229,731213,95377,148739,206342,130140,68234,164659,23508,68949,507641,487971,19670,61658,35300,100615,26288,0.4733,37.5,492975,980,35804,38418,51955,36005,57070,32786,58047,38705,9484,9563,1169,"Congressional District 12 (116th Congress), North Carolina",37,12,NC,NC-12-2020,67.3,29.5,70.1,28.5
780466,379421,401045,39.4,44882,530622,177941,28995,3777,401,7863,1917,35198,704568,35629,68101,167170,143363,62570,108032,21307,37015,381035,365335,15700,56718,29886,108632,14752,0.4555,39.7,372107,1934,24862,59522,44242,22116,20633,33879,51321,28685,7842,5874,872,"Congressional District 13 (116th Congress), North Carolina",37,13,NC,NC-13-2020,30.6,67.0,31.8,67.1
762062,388339,373723,35.5,46041,653910,22256,10669,40970,53,3526,149,20021,724343,19805,31138,176706,151995,33019,108527,25331,32470,410078,399672,10406,64577,35963,78112,21175,0.4558,36.8,405699,38310,29811,26827,46070,19930,21392,39537,67158,25124,19469,4064,804,"Congressional District (at Large) (116th Congress), North Dakota",38,AL,ND,ND-AL-2020,27.7,64.1,31.9,65.5
749773,369343,380430,36.7,36529,530281,160639,29845,325,1560,3862,0,8574,694211,27324,50776,175975,131681,40000,113595,19782,46669,393981,377102,16879,63648,34161,89727,26311,0.4923,38.8,380083,1387,18228,52248,40859,22707,28459,28958,59067,27511,15060,4952,837,"Congressional District 1 (116th Congress), Ohio",39,01,OH,OH-01-2020,44.6,51.2,47.7,50.9
730151,353067,377084,39.9,42853,629338,67536,9898,844,324,2320,212,8017,706072,10104,20985,165518,137836,48070,103289,19723,33748,366258,351655,14603,61220,32248,92334,23510,0.4871,39.9,352217,2432,24052,47294,38999,16904,25090,27511,56268,23541,10914,3977,799,"Congressional District 2 (116th Congress), Ohio",39,02,OH,OH-02-2020,39.7,55.8,42.9,55.6
813890,396686,417204,32.6,38321,430038,281245,35864,2007,997,5760,3174,32168,696442,55822,105214,199495,105375,61510,103511,14860,39084,436677,414168,22509,51435,29628,140785,9766,0.4516,35.6,420334,942,20194,30454,52408,33348,36255,32750,65966,36401,17370,8566,930,"Congressional District 3 (116th Congress), Ohio",39,03,OH,OH-03-2020,67.0,28.6,70.0,28.4
712261,354765,357496,41.4,45022,635946,37072,8515,1756,591,6832,196,16853,693338,6226,14928,155602,139700,44130,63899,13688,19579,355330,342702,12628,60212,30762,78927,9580,0.4163,41.0,345995,5203,22276,88901,37950,16612,13664,26803,47555,22121,12854,3408,729,"Congressional District 4 (116th Congress), Ohio",39,04,OH,OH-04-2020,30.7,64.3,31.2,67.1
721212,355669,365543,39.8,39416,657924,21680,9754,1883,206,4536,170,31631,697873,8276,19098,159868,148555,33589,85220,20087,31714,377215,363836,13379,63702,33301,63352,14845,0.4352,39.9,368717,6547,21187,85368,39126,19138,15089,33023,52776,25418,12402,3563,748,"Congressional District 5 (116th Congress), Ohio",39,05,OH,OH-05-2020,34.6,59.7,36.7,61.6
698284,346987,351297,43.5,47472,664685,14966,3323,340,200,848,160,6416,688636,2252,7411,146440,137345,51310,55325,16062,17082,316144,301035,15109,52442,27406,90245,7725,0.4352,41.9,302868,8173,22823,43112,35348,17984,11690,25190,52556,24416,11210,3836,662,"Congressional District 6 (116th Congress), Ohio",39,06,OH,OH-06-2020,26.7,69.3,26.5,72.2
727011,360850,366161,41.4,41099,669556,30350,4984,1335,563,4793,250,10063,712533,4693,11100,169461,147609,60063,69945,15782,24701,353963,341480,12483,57897,30103,77484,9113,0.4222,41.8,344394,6829,23983,69549,37108,16507,16342,24661,51063,23258,12852,3088,706,"Congressional District 7 (116th Congress), Ohio",39,07,OH,OH-07-2020,32.8,62.5,33.2,65.3
733811,360571,373240,39.0,44333,642366,49886,17414,1088,1233,1866,1325,14867,698277,18081,32600,168835,140941,42165,77364,16807,28796,362589,347381,15208,62845,31503,84855,13422,0.4417,39.7,351301,2860,22318,69665,41443,18489,18134,31122,49356,26001,11251,3789,829,"Congressional District 8 (116th Congress), Ohio",39,08,OH,OH-08-2020,30.6,65.1,32.5,66.0
697570,333556,364014,37.5,34240,519976,110801,14451,2933,1797,42061,797,22993,642302,20451,38232,160355,100837,59463,73813,14981,24984,339854,318754,21100,45076,26795,136775,8728,0.4810,37.9,321521,1482,18563,51105,38758,18475,16484,21088,52711,26751,9332,5409,761,"Congressional District 9 (116th Congress), Ohio",39,09,OH,OH-09-2020,58.7,36.5,58.8,39.7
723716,350466,373250,38.7,50271,546380,117319,15303,3072,615,2717,608,11245,684684,16479,32684,156573,124355,43648,91906,19941,31299,352265,334253,18012,56595,30536,99820,13929,0.4614,38.4,341556,976,17053,43117,36648,16080,20447,31452,54985,26798,22141,5770,810,"Congressional District 10 (116th Congress), Ohio",39,10,OH,OH-10-2020,44.0,51.3,47.0,51.4
684617,327787,356830,39.3,34669,272681,362284,16381,2728,641,19778,1529,5937,637115,17982,37214,143052,80963,55380,71152,15974,24434,336424,304271,32153,42207,26618,150772,13041,0.5303,38.5,309392,420,12123,36356,34556,13921,18951,28120,62730,23687,14233,3855,768,"Congressional District 11 (116th Congress), Ohio",39,11,OH,OH-11-2020,80.5,17.0,79.8,19.2
788335,387168,401167,39.2,42566,681978,39764,38505,1471,521,3872,443,8857,732795,23251,50345,180105,163127,35051,140769,24681,53670,412862,400553,12309,76631,36657,70497,31996,0.4520,40.3,404182,3348,19124,43908,46256,19211,37873,39895,64117,24697,15445,6358,946,"Congressional District 12 (116th Congress), Ohio",39,12,OH,OH-12-2020,41.9,53.2,46.3,52.2
704191,340776,363415,41.7,41717,571945,88437,17202,507,1391,14197,115,3916,667489,14467,28609,130945,112890,46753,77276,14338,24668,348422,329688,18734,46582,26257,120616,7731,0.4563,38.6,334666,1108,18306,50903,43427,17307,16743,29405,49526,31817,11560,4290,747,"Congressional District 13 (116th Congress), Ohio",39,13,OH,OH-13-2020,51.1,44.6,51.0,47.6
714870,350283,364587,43.8,41683,644694,35296,13892,646,223,8792,410,9318,675816,11514,34016,151264,150458,41518,107021,20783,44180,368408,354619,13789,67698,34473,62804,23311,0.4681,42.7,355618,3395,23069,60413,35496,12232,27520,27063,55842,21967,12172,4945,874,"Congressional District 14 (116th Congress), Ohio",39,14,OH,OH-14-2020,42.1,53.6,44.9,53.9
769664,389393,380271,38.8,43038,687485,36045,21362,1719,364,3443,566,9733,731351,14996,32036,161621,150137,45389,114208,24805,36899,396172,383762,12410,69844,34985,78051,21260,0.4529,39.0,387992,3735,27351,40218,44032,22788,26341,42369,60849,26341,18592,8516,949,"Congressional District 15 (116th Congress), Ohio",39,15,OH,OH-15-2020,39.9,55.3,42.2,56.3
719744,354840,364904,43.5,40003,667377,14011,17892,890,346,5023,0,7161,669967,14379,43704,149738,154863,32808,116652,24457,43063,381839,370091,11748,68534,36329,47818,20666,0.4309,41.9,372107,3269,22031,57031,42029,18045,26606,33622,51860,23602,12033,6537,876,"Congressional District 16 (116th Congress), Ohio",39,16,OH,OH-16-2020,39.5,56.2,42.2,56.5
809500,396802,412698,36.6,44433,575809,69519,26884,50151,584,4587,315,74223,734643,37096,65488,201637,147708,54170,114042,18492,45549,410838,391353,19485,59660,31609,106066,20862,0.4834,39.0,392588,9911,27400,45246,43281,24101,23316,31825,52546,30799,12643,7446,874,"Congressional District 1 (116th Congress), Oklahoma",40,01,OK,OK-01-2020,32.7,61.4,37.3,60.1
747337,372166,375171,40.3,52463,492262,23890,5170,128425,773,2248,48,35806,725686,10743,16869,172282,139779,69318,61187,10864,16152,316417,300947,15470,45207,24247,143192,6609,0.4648,40.1,302319,13697,23525,36738,35519,17716,11936,27502,42618,20369,19679,2881,681,"Congressional District 2 (116th Congress), Oklahoma",40,02,OK,OK-02-2020,22.8,72.9,22.2,76.1
782091,391727,390364,37.0,47802,623806,28383,10987,52360,193,2690,102,67722,736317,26491,41068,188238,146531,60254,81021,14063,26423,355531,343441,12090,54629,27947,113082,10914,0.4550,38.8,346432,27745,23714,31016,40766,20752,14783,37034,42128,25003,19579,4164,766,"Congressional District 3 (116th Congress), Oklahoma",40,03,OK,OK-03-2020,20.9,73.6,23.2,74.6
792928,397964,394964,36.5,67901,595524,56615,19196,46742,326,4915,647,52885,744563,16294,36339,183160,145064,51079,85714,15535,29306,375769,360042,15727,59463,31128,95721,12167,0.4433,38.1,361778,16363,21851,29092,42069,18445,17496,38755,53433,24482,29904,4536,854,"Congressional District 4 (116th Congress), Oklahoma",40,04,OK,OK-04-2020,28.3,65.7,32.2,65.2
825115,403818,421297,35.3,48960,578384,109007,27713,39251,309,2349,0,124060,734700,50136,80445,206912,134554,68445,105924,18585,42076,403265,385704,17561,54928,31219,124968,19548,0.4994,38.2,388111,14573,27217,27794,41395,20400,24276,30574,56254,34387,26836,5792,853,"Congressional District 5 (116th Congress), Oklahoma",40,05,OK,OK-05-2020,39.8,53.2,46.0,51.6
858875,425256,433619,38.0,45264,673842,15582,77304,6052,511,4394,655,103239,720956,63471,124698,185889,163757,41219,146959,19980,45469,455820,438571,17249,81473,38386,75006,34841,0.4454,39.4,441121,7378,24887,73407,50662,17949,28462,34935,60574,28098,15572,6930,1386,"Congressional District 1 (116th Congress), Oregon",41,01,OR,OR-01-2020,57.3,34.5,63.3,34.0
841022,419026,421996,42.3,68698,754274,6474,9420,19663,568,885,14,105020,781693,28552,51558,177203,161751,60722,98581,16541,22791,391531,369502,22029,57870,29283,106761,15807,0.4455,40.4,372031,19956,23528,33630,49983,15902,15451,32012,54551,34175,19497,5868,1013,"Congressional District 2 (116th Congress), Oregon",41,02,OR,OR-02-2020,36.4,56.5,42.1,55.6
853116,425226,427890,37.6,37789,666779,40735,63470,6973,2280,2507,137,77612,725431,54941,115565,162210,141504,51821,166429,26630,36843,483216,462788,20428,73091,36851,97525,32233,0.4467,38.4,466910,5263,24956,41894,49063,24722,26263,39757,73930,37758,17473,10960,1301,"Congressional District 3 (116th Congress), Oregon",41,03,OR,OR-03-2020,70.7,22.5,74.3,23.5
820504,403778,416726,41.6,65606,721421,7707,19038,7636,1035,2503,490,51483,771160,21361,38606,149932,154702,46689,95750,17129,20766,391822,369664,22158,55886,27496,110879,12454,0.4471,38.0,373269,15117,25162,38755,43548,16864,17411,41123,55415,30837,17087,5161,997,"Congressional District 4 (116th Congress), Oregon",41,04,OR,OR-04-2020,46.1,46.0,50.7,46.7
844220,416390,427830,39.9,46528,707537,7420,24836,10093,568,2178,177,124356,755540,44778,80125,187582,159093,57948,120192,18777,32335,414187,390359,23828,68757,33127,80472,21201,0.4355,40.4,392007,12061,30965,38772,45413,18759,25536,33075,56736,30274,25042,4213,1177,"Congressional District 5 (116th Congress), Oregon",41,05,OR,OR-05-2020,48.3,44.1,53.6,43.9
530066,262734,267332,39.3,24904,402110,45547,16821,1890,1377,36647,28528,6823,429771,37528,82913,106710,85266,47352,74382,12400,24149,274026,262429,11597,66652,31999,61896,14319,0.4857,38.8,268026,620,14885,30873,31856,11232,17150,32019,42387,23877,10347,3347,997,"Congressional District 1 (116th Congress), Rhode Island",44,01,RI,RI-01-2020,60.5,34.9,63.9,34.6
529295,254487,274808,40.8,24567,431580,32596,20280,1451,1185,15257,26692,4669,454393,25582,62161,96865,94510,32855,81705,15204,24987,287411,275599,11812,74180,35623,48348,15955,0.4395,39.5,279888,1299,15546,28628,31513,12474,17848,29301,46758,18915,11972,4729,1093,"Congressional District 2 (116th Congress), Rhode Island",44,02,RI,RI-02-2020,51.1,44.0,56.0,42.5
821107,395696,425411,39.8,70627,591572,156022,17006,3124,1710,5484,926,24418,749215,33856,57778,177834,167822,42313,145876,25619,59165,413892,400086,13806,77185,38781,71207,31543,0.4601,39.3,401103,2142,31220,36545,44908,20716,22303,38174,48596,39054,21175,6625,1255,"Congressional District 1 (116th Congress), South Carolina",45,01,SC,SC-01-2020,40.4,53.5,46.1,52.1
722542,348033,374509,39.0,50408,501142,177973,13914,2827,2182,8334,1002,22309,673305,19663,36436,162856,136888,49805,105870,19484,41130,347947,331545,16402,60781,32383,81078,16907,0.4617,39.7,336153,3517,23001,33711,34190,18773,24563,36321,39630,24938,22612,4827,950,"Congressional District 2 (116th Congress), South Carolina",45,02,SC,SC-02-2020,38.6,56.3,43.6,54.9
